name,address,address_line_2,city,province,postal_code,latitude,longitude,phone,email,fuel_brand,price_zone,available_fuel_types,fuel_prices_petrol_95,fuel_prices_petrol_93,fuel_prices_diesel_50ppm,fuel_prices_diesel_500ppm,other_offerings,contact_1_name,contact_1_surname,contact_1_email,contact_1_office_phone,contact_1_mobile_phone,contact_2_name,contact_2_surname,contact_2_email,contact_2_office_phone,contact_2_mobile_phone,vat_number,bank_name,account_holder,account_number,branch_code
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-29.8356393,30.9146868,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","Westville Road",,"Westville","KwaZulu-Natal",3629,-29.8372145,30.9174491,+27 31 266 1434,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","Main Road",,"Chatsworth","KwaZulu-Natal",4030,-29.8728345,30.8982144,+27 31 464 1508,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","89 Umbilo Road",,"Durban","KwaZulu-Natal",4001,-29.8613838,31.0053304,+27 31 201 1201,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy Bulwer","Bulwer Road",,"Berea","KwaZulu-Natal",,-29.8598207,30.9978343,+27 31 201 2923,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","Doctor Yusuf Dadoo Street",,"Durban","KwaZulu-Natal",4001,-29.8624058,31.0186717,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-29.8604755,31.034718,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","45 Bay Terrace",,"Durban","KwaZulu-Natal",,-29.8611602,31.0345329,+27 31 332 5181,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex","Johannes Nkosi Street",,"Unknown","KwaZulu-Natal",,-29.852546,31.0176236,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","10 Chris Ntuli Road",,"Berea","KwaZulu-Natal",,-29.8538964,31.0098056,+27 31 201 3720,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","King Dinuzulu Road",,"Unknown","KwaZulu-Natal",,-29.8510429,30.9917219,,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","425 King Dinuzulu Road",,"Berea","KwaZulu-Natal",,-29.8528109,30.9972697,+27 31 202 8209,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","McKenzie Street",,"St Lucia","KwaZulu-Natal",3936,-28.3754035,32.41175,+27 35 590 1035,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","483 Sydney Road",,"Sydney","KwaZulu-Natal",4001,-29.8789513,30.9939739,+27 31 205 0636,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","155 Maydon Road",,"Unknown","KwaZulu-Natal",4001,-29.8749888,31.0019454,+27 31 205 2448,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","570 Umbilo Road",,"Durban","KwaZulu-Natal",4001,-29.874633,30.9918523,+27 31 205 8789,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","163 King Cetshwayo Highway",,"Mayville","KwaZulu-Natal",4091,-29.8514651,30.9835861,+27 31 261 6252,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Felix Dlamini Road",,"Durban","KwaZulu-Natal",,-29.8479991,30.9839706,+27 31 207 3380,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex","Florida Road",,"Unknown","KwaZulu-Natal",,-29.8365008,31.0188105,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","94 Clarence Road",,"Durban","KwaZulu-Natal",4001,-29.8370813,31.0141907,+27 31 303 9583,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","16 South Road",,"Unknown","KwaZulu-Natal",4091,-29.8364784,30.9983136,+27 31 207 3204,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","100 Grays Inn Road",,"Bluff","KwaZulu-Natal",4052,-29.9285999,31.0019106,+27 31 467 6639,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","350 Lilian Ngoyi Road",,"Durban","KwaZulu-Natal",,-29.8262105,31.0223242,+27 31 312 2304,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","116 Innes Road",,"Durban","KwaZulu-Natal",4001,-29.8230929,31.0222404,+27 31 312 6217,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","Peter Mokaba Ridge",,"Berea","KwaZulu-Natal",4001,-29.8336994,31.0019964,+27 31 207 3892,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","29 Sparks Road",,"Overport","KwaZulu-Natal",4001,-29.8360991,30.99508,+27 31 208 7469,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","413 Felix Dlamini Road",,"Berea","KwaZulu-Natal",,-29.8333513,30.9926048,+27 31 209 1303,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-29.8398203,30.9838258,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-29.8321771,30.984955,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Randles Road",,"Berea","KwaZulu-Natal",4091,-29.831713,30.984322,+27 31 207 7405,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","6 Royal Palm Avenue",,"Durban","KwaZulu-Natal",,-29.8120746,30.9937687,+27 31 263 1015,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","109 Peter Mokaba Road",,"Berea","KwaZulu-Natal",,-29.8237422,31.0086711,+27 31 208 7107,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","177 Clare Road",,"Clare Estate","KwaZulu-Natal",4001,-29.8228582,30.9774756,+27 31 209 9512,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","King Cetshwayo Highway",,"Durban","KwaZulu-Natal",,-29.8321579,30.9676272,,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Locksley Drive",,"Sherwood","KwaZulu-Natal",,-29.8327367,30.9697643,+27 31 207 6290,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","17 Barton Place",,"Durban","KwaZulu-Natal",,-29.8053073,30.9762572,+27 31 269 1200,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","17 Kenneth Kaunda Road",,"Durban North","KwaZulu-Natal",,-29.8048366,31.0314239,+27 31 564 4294,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Global","Global",,"Unknown","KwaZulu-Natal",,-27.6904172,32.4487161,,,Global Oil,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Oilco","Watford Road",,"Unknown","KwaZulu-Natal",,-29.8892998,30.983975,,,Oilco,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Cherwell Road",,"Bluff","KwaZulu-Natal",,-29.907083,31.017098,+27 31 466 1720,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-29.9096352,30.9839803,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Brighton Road",,"Durban","KwaZulu-Natal",,-29.9241303,30.9894986,+27 31 467 1834,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","266 Edwin Swales V C Drive",,"Durban","KwaZulu-Natal",4001,-29.9087453,30.9880771,+27 31 465 8588,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","299 Soloman Mahlangu Drive",,"Rossburgh","KwaZulu-Natal",4094,-29.907913,30.9884331,+27 31 465 1192,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-29.8795626,30.9638752,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","220 South Coast Road",,"Durban","KwaZulu-Natal",,-29.9017172,30.9806661,+27 31 465 6706,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","701 Solomon Mahlangu Drive",,"Durban South","KwaZulu-Natal",,-29.8930073,30.968798,+27 31 465 1763,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","531 Sarnia Road",,"Sea View","KwaZulu-Natal",4001,-29.9017736,30.963221,+27 31 465 1788,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","30 Roland Chapman Drive",,"Durban South","KwaZulu-Natal",,-29.9163948,30.9747237,+27 31 469 1836,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Durban","KwaZulu-Natal",4091,-29.863975,30.9641129,+27 31 261 4203,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","62 Roland Chapman Drive",,"Unknown","KwaZulu-Natal",4004,-29.9174055,30.9744796,+27 31 469 0829,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","174 Wingate Road",,"Durban","KwaZulu-Natal",4004,-29.9246487,30.9634598,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","584 Tara Road",,"Bluff","KwaZulu-Natal",,-29.939135,30.9895131,+27 31 461 1349,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","20 Higginson Highway",,"Durban South","KwaZulu-Natal",,-29.9344739,30.954247,+27 31 462 4416,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","172 Leicester Road",,"Durban","KwaZulu-Natal",4060,-29.9385938,30.9574459,+27 31 469 0436,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex","South Coast Road",,"Unknown","KwaZulu-Natal",,-29.9402222,30.9608288,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex","South Coast Road",,"Unknown","KwaZulu-Natal",,-29.9404047,30.9606988,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex","South Coast Road",,"Unknown","KwaZulu-Natal",,-29.9406124,30.9605573,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","1606 South Coast Road",,"Durban South","KwaZulu-Natal",,-29.9518094,30.94981,+27 31 462 9817,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex le Mans Service Station","Kenyon Howden Road",,"Unknown","KwaZulu-Natal",,-29.9273046,30.9673034,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex","Quality Street",,"Unknown","KwaZulu-Natal",,-29.9319763,30.98226,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","178 Austerville Drive",,"Bluff","KwaZulu-Natal",,-29.9387588,30.9833497,+27 31 461 2132,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","3 Rajmahal Road",,"Merewent","KwaZulu-Natal",4068,-29.9528231,30.9689752,+27 31 468 1881,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-29.9588706,30.9709371,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-29.5864203,31.060605,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex","Caltex",,"Unknown","KwaZulu-Natal",,-29.1574908,31.0667392,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shiptech","Shiptech",,"Unknown","KwaZulu-Natal",,-29.1972232,31.1495754,,,Shiptech,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Engen",,"Richards Bay","KwaZulu-Natal",,-28.8141305,31.9127368,+27 35 799 9001,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Engen",,"Unknown","KwaZulu-Natal",,-28.8142398,31.9124306,,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Engen",,"Richards Bay","KwaZulu-Natal",,-28.8145754,31.9147083,+27 35 799 9000,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Engen",,"Unknown","KwaZulu-Natal",,-28.8144526,31.9150119,,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex","Caltex",,"Unknown","KwaZulu-Natal",,-29.0606513,30.596312,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","1 Ntabamhlope Road",,"Estcourt","KwaZulu-Natal",3310,-29.0110996,29.8634873,+27 36 352 3716,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Engen",,"Cato Ridge","KwaZulu-Natal",,-29.735678,30.6049698,+27 31 782 1411,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Truck Stop","Truck Stop",,"Unknown","KwaZulu-Natal",,-27.6218543,32.0303054,,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shiptech Bhambanana Petrol Stattion","Shiptech Bhambanana Petrol Stattion",,"Unknown","KwaZulu-Natal",,-27.0994955,32.1596459,,,Shiptech,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex","Griffiths Mxenge Highway",,"Unknown","KwaZulu-Natal",,-29.956509,30.9402077,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","435 Stella Road",,"Queensburgh","KwaZulu-Natal",4093,-29.8901587,30.9196509,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-29.8892849,30.9041957,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","11 Victoria Street",,"Dundee","KwaZulu-Natal",3000,-28.1604508,30.2402091,+27 34 212 4156,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Ladysmith","KwaZulu-Natal",,-28.5535222,29.7861221,+27 36 637 2761,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Savell Avenue",,"Durban North","KwaZulu-Natal",,-29.7583429,31.049274,+27 31 572 3172,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-27.4295142,32.0698429,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Jozini","KwaZulu-Natal",3969,-27.4266785,32.0623693,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-28.7354737,29.8234981,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"VKB Express","VKB Express",,"Unknown","Free State",,-27.8521025,28.9648487,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Unknown","Free State",,-27.4255426,29.1646913,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Newcastle","KwaZulu-Natal",,-27.7674011,30.0023546,+27 34 312 8244,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex","Caltex",,"Unknown","KwaZulu-Natal",,-29.8689265,30.5357735,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","77 Alumina Allee Street",,"Richards Bay","KwaZulu-Natal",,-28.7603114,32.0227164,+27 35 797 4594,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Craigieburn","KwaZulu-Natal",,-30.209324,30.76057,+27 39 979 7012,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Durban","KwaZulu-Natal",,-29.8607438,31.0147936,+27 31 307 7993,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"New Germany","KwaZulu-Natal",,-29.8205051,30.8786886,+27 31 700 6907,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Durban North","KwaZulu-Natal",,-29.7850265,31.0219606,+27 31 564 8738,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Durban","KwaZulu-Natal",,-29.7822846,31.0234319,+27 31 564 3748,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Pietermaritzburg","KwaZulu-Natal",,-29.5688896,30.4074124,+27 33 387 7693,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Chatsworth","KwaZulu-Natal",,-29.9263857,30.924131,+27 31 400 2920,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Durban North","KwaZulu-Natal",,-29.7666366,31.0269624,+27 31 569 4226,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Mount Edgecombe","KwaZulu-Natal",,-29.7160211,31.0383203,+27 31 502 5707,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Newlands West","KwaZulu-Natal",,-29.781394,30.9548987,+27 31 578 7969,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Newcastle","KwaZulu-Natal",,-27.740446,29.931641,+27 34 312 1990,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Empangeni","KwaZulu-Natal",,-28.7650734,31.90796,+27 35 772 4721,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Ohrtmann Road",,"Pietermaritzburg","KwaZulu-Natal",,-29.578071,30.4087707,+27 33 397 9575,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Phoenix","KwaZulu-Natal",,-29.7083521,31.0142197,+27 31 500 3670,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Durban","KwaZulu-Natal",,-29.8556837,31.0357131,+27 31 332 9791,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Chatsworth","KwaZulu-Natal",,-29.9228354,30.8742679,+27 31 404 9308,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Kloof","KwaZulu-Natal",,-29.7846396,30.8580082,+27 31 764 4479,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Kingsburgh","KwaZulu-Natal",,-30.0910931,30.8610344,+27 31 916 1712,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Bergville","Free State",,-28.7318049,29.3471784,+27 36 448 1033,,Astron Energy,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","105 Inanda Road",,"Hillcrest","KwaZulu-Natal",3610,-29.7587276,30.7946189,+27 10 007 3534,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Durban","KwaZulu-Natal",,-29.8899441,30.9545564,+27 31 465 6856,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Hillcrest","KwaZulu-Natal",,-29.7791437,30.7628336,+27 31 765 5335,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Verulam","KwaZulu-Natal",,-29.6430128,31.0450794,+27 32 533 3717,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Chatsworth","KwaZulu-Natal",,-29.904569,30.8676471,+27 31 406 1354,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Durban","KwaZulu-Natal",,-29.8625356,31.0082331,+27 31 919 2042,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Kwamashu","KwaZulu-Natal",,-29.7594074,31.021458,+27 31 563 1443,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Port Shepstone","KwaZulu-Natal",,-30.7062457,30.4793997,+27 39 695 1126,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Richards Bay","KwaZulu-Natal",,-28.7602451,32.0237664,+27 860 300 860,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Malagazi","KwaZulu-Natal",,-30.024962,30.8722408,+27 21 403 7911,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Port Shepstone","KwaZulu-Natal",,-30.776877,30.4298392,+27 39 685 0398,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Pinetown","KwaZulu-Natal",,-29.8310233,30.8515702,+27 10 013 0273,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Harding","Eastern Cape",,-30.5763753,29.8802706,+27 39 433 1937,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Pietermaritzburg","KwaZulu-Natal",,-29.54899,30.40296,+27 860 300 860,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Berea","KwaZulu-Natal",,-29.8568606,31.0045922,+27 31 201 9038,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Pietermaritzburg","KwaZulu-Natal",,-29.6048973,30.382147,+27 33 015 5310,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Newcastle","KwaZulu-Natal",,-27.770395,29.919319,+27 34 317 2379,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
